id|fecha_relevamiento|alu_otestsup_uni|alu_otestsup_tipo|alu_otestsup_carr|alu_otestsup_area|alu_otestsup_niv|alu_otestsup_esta|alu_otestsup_egre|
6171|31/03/2016||||||||
6175|01/04/2016||||||||
6211|25/02/2019||||||||
6248|05/03/2020||||||||
6266|14/04/2016||||||||
6277|02/03/2022||||||||
6283|14/03/2022||||||||
6285|02/02/2022||||||||
6290|03/02/2022|Facultad H.Barcelo|Privada|Lic. en Nutricion |Ciencias de la Salud|Universitario|Abandonó|2016|
6304|05/02/2022||||||||
6306|04/02/2022||||||||
6341|02/02/2022||||||||
6344|10/03/2020||||||||
6352|01/02/2022||||||||
6361|14/03/2018|UNICEN|Pública|Diagnóstico y gestión ambiental|Ciencias Humanas|Universitario|Abandonó||
6392|17/03/2019|CIEP|Privada|administracion contable|Ciencias Aplicadas|Superior no universitario|Terminó|2014|
6407|29/03/2017||||||||
6410|14/02/2022||||||||
6412|08/08/2021|-||-||||0|
6421|08/02/2021||||||||
6423|05/02/2022||||||||
6427|02/03/2022|UNICEN|Pública|CONTADOR PUBLICO|Ciencias Aplicadas|Universitario|Abandonó|0|
6432|20/02/2022||||||||
6439|29/03/2017|Universidad Nacional del Sur|Pública|Ingeniería Química|Ciencias Aplicadas|Universitario|Terminó|2015|
6446|29/03/2017||||||||
6450|23/10/2019|Universidad Nacional de La Matanza (UNLaM)|Pública|Ingenieria en Sistemas|Ciencias Aplicadas|Universitario|Abandonó||
6479|23/05/2022||||||||
6483|10/02/2019|UNCPBA|Pública|CONTADOR PUBLICO|Sin especificación|Universitario|Continúa||
6498|02/03/2022||||||||
6505|24/02/2022||||||||
6554|01/04/2022||||||||
6558|05/01/2022||||||||
6562|06/04/2022||||||||
6563|09/02/2022||||||||
6565|01/02/2019||||||||
6572|03/02/2022||||||||
6582|21/02/2022||||||||
6586|10/02/2022||||||||
6591|07/02/2022||||||||
6604|03/04/2018||||||||
6612|27/09/2019||||||||
6626|08/02/2022||||||||
6639|03/04/2018||||||||
6642|04/02/2022||||||||
6654|30/03/2022||||||||
6677|21/03/2022||||||||
6679|10/02/2022||||||||
6696|03/02/2022||||||||
6706|04/02/2022||||||||
6725|06/02/2022||||||||
6734|03/04/2018||||||||
6740|03/04/2018||||||||
6747|10/02/2022||||Sin especificación|||0|
6754|04/07/2022||||||||
6785|28/02/2020||||||||
6788|03/04/2018||||||||
6798|03/04/2018||||||||
6808|03/04/2018||||||||
6828|09/02/2021||||||||
6838|09/02/2021|UNIVERSITAS|Privada|ANALISTA EN SISTEMAS DE INFORMACION|Sin especificación|Superior no universitario|Continúa||
6870|10/03/2022|UNIVERSIDAD NACIONAL DE JUJUY|Pública|LICENCIATURA EN SISTEMAS|Ciencias Aplicadas|Universitario|Terminó|2008|
6874|12/02/2022|ISFD Nº 156|Pública|PROFESORADO EN ED. SEC. DE MATEMÁTICA|Educación|Superior no universitario|Terminó|2014|
6875|06/04/2018|804|Pública|PROFESOR EN EDUCACIÓN SECUNDARIA EN MATEMÁTICA|Educación|Superior no universitario|Terminó|2015|
6876|07/02/2022|INSTITUTO SUPERIOR ESTEBAN ADROGUE|Privada|PROFESORADO DE MATEMATICA||Superior no universitario|Terminó|2008|
6877|06/04/2018|INSTITUTO SUPERIOR DOCENTE 804|Pública|PROFESORADO DE MATEMÁTICA|Educación|Superior no universitario|Terminó|2015|
6905|11/04/2018|UNIVERSIDAD|Pública|PROFESORADO DE ENSEÑANZA MEDIA Y SUPERIOR EN MATEMÁTICA|Ciencias Básicas|Universitario|Terminó|1993|
6907|11/04/2018|IES 9-009 TUPUNGATO|Pública|PROFESORADO DE EDUCACIÓN SECUNDARIA EN MATEMÁTICA|Educación|Superior no universitario|Terminó|2015|
6915|11/04/2018|UNIVERSIDAD NACIONAL DE MISIONES|Pública|PROFESORADO EN MATEMATICA|Educación|Universitario|Terminó|2009|
6930|12/04/2018|UNICEN|Pública|LICENCIATURA EN ADMINISTRACION||Universitario|Continúa||
6931|12/04/2018|UNIVERSIDAD NACIONAL DE LA PLATA|Pública|INGENIERIA INDUSTRIAL|Ciencias Aplicadas|Universitario|Terminó|2012|
6938|22/02/2022||||||||
6948|21/03/2022||||||||
6988|27/08/2018|Universidad del Norte Santo Tomás de Aquino|Privada|Licenciatura en Diseño Gráfico|Ciencias Sociales|Universitario|Terminó|2000|
7029|21/02/2022|Universidad nacional del Centro|Pública|Contador Publico|Sin especificación|Universitario|Continúa||
7036|09/03/2022|UNICEN|Pública|Contador Publico|Ciencias Sociales|Universitario|Terminó|2014|
7039|06/03/2019||||||||
7043|02/02/2022||||||||
7057|07/03/2019||||||||
7088|23/03/2022|UNICEN|Pública|LIC. RELACIONES INTERNACIONALES|Ciencias Humanas|Universitario|Continúa|2017|
7094|23/02/2022||||||||
7101|02/02/2022|UNICEN FCH|Pública|RELACIONES INTERNACIONALES|Ciencias Humanas|Universitario|Abandonó||
7111|03/02/2020||||||||
7114|05/02/2022|||||||0|
7115|09/02/2022|UNICEN|Pública|Lic. en Administración|Ciencias Aplicadas|Universitario|Continúa||
7120|25/02/2020||||||||
7129|14/02/2022||||||||
7132|09/02/2022||||||||
7147|03/02/2022|Técnica N°3 Nikola Tesla|Pública|Técnico en Informática Personal y Profesional|Ciencias Aplicadas|Superior no universitario|Terminó|2017|
7154|27/03/2020||||||||
7168|21/02/2022||||||||
7171|19/02/2022|-||-|||||
7173|02/03/2022||||||||
7187|02/02/2022||||||||
7206|08/04/2022||||||||
7221|01/03/2022||||||||
7233|03/02/2022|IPAT|Pública|PROFESORADO DE ARTE|Educación|Superior no universitario|Terminó|2012|
7237|21/03/2019||||||||
7273|12/02/2022||||||||
7280|21/03/2019||||||||
7286|04/02/2022||||||||
7310|27/03/2019|INSTITUTO DE FORMACIÓN DOCENTE Y TÉCNICA N° 27 ? BOLÍVAR|Pública|TENCNICO SUPERIOR EN PRODUCCION AGRICOLA-GANADERA|Sin especificación|Superior no universitario|Terminó|2017|
7334|12/07/2019||||||||
7336|27/03/2022||||||||
7348|08/02/2022||||||||
7357|07/02/2022|UNICEN|Pública|LICENCIADO EN ADMINISTRACION|Sin especificación|Universitario|Continúa||
7382|01/03/2022||||||||
7383|06/09/2019|Ciencias Económicas|Pública|Contador Público|||Abandonó||
7389|03/02/2022||||||||
7395|30/06/2022||||||||
7409|03/02/2022||||||||
7425|04/02/2022||||||||
7434|02/02/2022||||||||
7441|02/02/2022||||||||
7447|02/02/2022||||||||
7458|03/02/2022||||||||
7478|06/02/2022||||||||
7479|07/02/2020|ESCUELA AGRARIA N1 DR. RAMON SANTAMARINA||TECNICO EN PRODUCCIÓN AGROPECUARIA CON ORIENTACIÓN EN AGRO-ALIMENTOS||Superior no universitario|||
7496|20/04/2022||||||||
7521|12/02/2021|Instituto de Estudios Superiores Santa María|Pública|Profesorado de Educación Secundaria en Matemática|Educación|Superior no universitario|Terminó|2016|
7525|14/02/2020|Universidad Nacional de la Patagonia Austral|Pública|Profesor de Matemática|Educación|Universitario|Terminó|2013|
7526|14/02/2020|Instituto Superior del Profesorado |Privada|Profesor en Matemática, Física y Química|Educación|Superior no universitario|Terminó|2000|
7531|09/02/2022||||||||
7532|02/02/2022|ISPI N°9009 "San Juan Bautista de la Salle"|Privada|Profesorado de Matemática|Educación|Superior no universitario|Terminó|2017|
7537|10/02/2022|Universidad Nacional del Sur|Pública|Profesorado de Matemática|Educación|Universitario|Terminó|2016|
7547|07/02/2022|Instituto Superior de Enseñanza Simón Bolivar|Pública|Profesorado de Educación Secundaria en Matemática|Educación|Superior no universitario|Terminó|2018|
7555|06/02/2022||||||||
7562|27/02/2022|UNICEN|Pública|Contador Público|||Continúa||
7588|04/02/2022|INSTITUTO DE EDUCACION FISICA|Privada|PROFESORADO DE EDUCACION FISICA|Educación|Superior no universitario|Abandonó|2019|
7589|02/02/2022|UNICEN|Pública|LICENCIATURA EN RELACIONES INTERNACIONALES|Ciencias Humanas|Universitario|Continúa|2018|
7596|30/03/2020||||||||
7597|04/04/2022||||||||
7603|01/07/2022||||||||
7605|03/02/2022||||||||
7626|02/03/2022||||||||
7658|07/02/2022||||||||
7661|02/02/2022||||||||
7664|10/03/2021||||||||
7675|07/02/2022||||||||
7681|03/05/2022||||||||
7683|05/05/2022||||||||
7691|04/02/2021||||||||
7717|02/02/2022||||||||
7720|30/03/2020||||||||
7726|30/03/2020||||||||
7727|30/03/2020||||||||
7772|10/03/2022||||||||
7781|03/02/2022||||||||
7784|07/02/2022|UNIVERSIDAD NACIONAL DE LOMAS DE ZAMORA|Pública|DERECHO|Ciencias Jurídicas|Universitario|Abandonó||
7789|09/02/2022||||||||
7807|30/03/2020||||||||
7816|08/06/2022|UNIVERSIDAD DE BELGRANO|Privada|ANALISTA UNIVERSITARIO EN GESTIÓN DE CAPITAL HUMANO|Ciencias Humanas|Universitario|Terminó|2017|
7830|01/03/2021||||||||
7832|08/02/2022||||||||
7848|09/02/2022||||||||
7852|01/03/2022||||||||
7873|01/03/2022||||||||
7881|14/02/2022||||||||
7924|06/08/2020|Universidad de Buenos Aires|Pública|Licenciatura en Economía|Ciencias Básicas|Universitario|Terminó|2019|
7935|26/08/2020||||||||
7950|02/03/2022|Unicen Exactas|Pública|Ingeniería en sistema|Sin especificación|Universitario|Continúa|2021|
7953|03/02/2022||||||||
7956|04/02/2022||||||||
7979|10/02/2022||||||||
7985|02/02/2022||||||||
7996|10/02/2022|UNIVERSIDAD NACIONAL DEL CENTRO DE LA PROVINCIA DE BUENOS AIRES|Pública|TURISMO|Ciencias Humanas|Universitario|Terminó|2018|
8024|13/01/2022|INSTITUTO DE EDUCACIÓN SUPERIOR TANDIL|Privada|PROFESORADO DE EDUCACIÓN FÍSICA|Educación|Superior no universitario|Terminó|2006|
8042|04/02/2022||||||||
8060|13/02/2022|FACULTAD DE DERECHO UNICEN|Pública|ABOGACIA|Ciencias Jurídicas|Universitario|Terminó|2018|
8064|03/02/2022||||||||
8096|09/02/2022|UNICEN|Pública|LICENCIATURA EN ADMINISTRACIÓN||Universitario|Abandonó||
8102|22/02/2022||||||||
8114|10/01/2022|UNIVERSIDAD NACIONAL DE MAR DEL PLATA|Pública|TÉCNICO UNIVERSITARIO EN GESTIÓN CULTURAL|Ciencias Humanas|Universitario|Continúa||
8125|24/01/2022||||||||
8130|03/02/2022||||||||
8134|03/02/2022||||||||
8136|04/02/2022|UNIVERSIDAD NACIONAL DE LA PLATA|Pública|LICENCIATURA EN BIOQUÍMICA|Ciencias de la Salud|Universitario|Terminó|2019|
8166|03/02/2022|UNICEN|Pública|Lic. en Relaciones Internacionales|Ciencias Humanas|Universitario|Terminó|2011|
8194|27/02/2021|NUESTRA SEÑORA DEL ROSARIO|Privada|PROFESORADO DE EDUCACIÓN PREESCOLAR|Educación|Superior no universitario|Terminó|1986|
8199|27/02/2021||||||||
8201|27/02/2021|UNIVERSIDAD DEL MUSEO SOCIAL ARGENTINO|Privada|TRADUCCIÓN LITERARIA Y DE ESPECIALIDAD|Ciencias Humanas|Universitario|Terminó|2010|
8209|09/02/2022|INSTITUTO DE PROFESORADO DE ARTE TANDIL|Pública|DISEÑO GRÁFICO|Educación|Superior no universitario|Abandonó|2018|
8224|02/02/2022|UNIVERSIDAD PROVINCIAL DEL SUDOESTE|Pública|TECNICATURA UNIVERSITARIA EN EMPRENDIMIENTOS INFORMÁTICOS|Sin especificación|Universitario|Terminó|2021|
8227|01/03/2022|UNICEN|Pública|Contador Publico|Ciencias Aplicadas|Universitario|Continúa||
8235|19/03/2021||||||||
8244|11/02/2022|UNICEN|Pública|Contador Publico|Ciencias Aplicadas|Universitario|Terminó|2017|
8246|23/03/2021|UNICEN|Pública|Ingenieria Civil|Sin especificación|Universitario|Terminó|2019|
8251|06/02/2022|UNCPBA - Facultad de Ingeniería|Pública|Ingeniería en Agrimensura||Universitario|Continúa||
8253|08/02/2022|Instituto de Formación Técnica N°130|Pública|Analista de Sistemas|Ciencias Aplicadas||Continúa||
8259|10/03/2022|UNICEN|Pública|Contador Publico|Ciencias Aplicadas|Universitario|Continúa||
8302|06/10/2021||||||||
8303|25/03/2021||||||||
8321|03/02/2022|INSTITUTO SUPERIOR DE FORMACION D. Nº156 "PALMIRO|Pública|PROFESORADO DE MATEMATICAS|Educación|Superior no universitario|Abandonó||
8338|08/02/2022||||||||
8346|25/03/2021|UADE|Privada|LICENCIATURA EN DISEÑO Y GESTIÓN DE ESTÉTICAS PARA LA MODA|Sin especificación|Universitario|Continúa|2020|
8352|25/03/2021||||||||
8367|08/02/2022|UADE|Privada|LICENCIATURA EN ECONOMIA|Sin especificación|Universitario|Abandonó||
8381|14/07/2022||||||||
8388|22/05/2022||||||||
8390|03/02/2022||||||||
8404|17/03/2022|LARRY Y N10|Pública|PROFESORADO DE HISTORIA|Educación|Superior no universitario|Abandonó|2016|
8425|16/02/2022|INSTITUTO SUPERIOR DE FORMACIÓN DOCENTE Y TÉCNICA N° 166|Pública|PROFESORADO EN EDUCACIÓN PRIMARIA|Educación|Superior no universitario|Terminó|2016|
8437|25/03/2021||||||||
8443|07/02/2022||||||||
8454|02/02/2022||||||||
8464|04/02/2022|ISIV|Privada|TECNICO EN ANALISIS DE SISTEMAS|Ciencias Aplicadas|Superior no universitario|Terminó|2015|
8466|25/03/2021||||||||
8497|05/02/2022|||||||0|
8499|09/02/2022||||||||
8514|25/03/2021||||||||
8520|14/02/2022||||||||
8525|25/03/2021|UNICEN|Pública|Profesorado de Física y Química|Ciencias Básicas|Universitario|Terminó|2011|
8529|26/03/2021|UNICEN|Pública|Contador Publico|Ciencias Aplicadas|Universitario|Continúa||
8532|16/02/2022|||||||0|
8533|10/03/2022||||||||
8551|04/02/2022|U. E. Quequen|Pública|Ciclo Inicial de Ingeniería|Ciencias Aplicadas||Terminó||
8570|09/04/2021||||||||
8582|27/03/2022||||||||
8585|06/04/2022||||||||
8602|10/02/2022||||||||
8614|07/02/2022|ISFDYT N° 37|Pública|PROFESORADO DE MATEMÁTICAS|Ciencias Aplicadas|Superior no universitario|Abandonó||
8615|27/07/2021|ISFD N°166|Pública|PROFESORADO DE NIVEL INICIAL|Ciencias Humanas|Superior no universitario|Terminó|2012|
8624|07/02/2022|UNIVERSIDAD NACIONAL DE LA PLATA|Pública|CONTADOR PUBLICO|Sin especificación|Universitario|Continúa||
8632|04/02/2022||||||||
8642|12/02/2022|UNICEN|Pública|CONTADOR PUBLICO|Ciencias Aplicadas|Universitario|Abandonó|2020|
8643|27/07/2021||||||||
8649|22/02/2022|UNIVERSIDAD NACIONAL DE LA PLATA|Pública|BIOQUÍMICA|Ciencias de la Salud|Universitario|Terminó|2014|
8651|02/02/2022||||||||
8668|01/03/2022||||||||
8679|12/02/2022||||||||
8686|11/04/2022|UNIVERSIDAD NACIONAL DEL CENTRO DE LA PROVINCIA DE BUENOS AIRES (UNICEN)|Pública|CONTADOR PÚBLICO NACIONAL|Sin especificación|Universitario|Abandonó||
8696|03/09/2021|FASTA|Privada|MARTILLERO Y CORREDOR PUBLICO|Ciencias Jurídicas|Universitario|Terminó|2020|
8700|07/02/2022||||||||
8711|07/02/2022|FORMACIÓN PROFESIONAL N° 401|Pública|ELECTRICIDAD|Ciencias Básicas|Superior no universitario|Terminó|2019|
8714|07/02/2022|CIRCULO DE PERIODISTAS DEPORTIVOS|Privada|TÉCNICO SUPERIOR EN PERIODISMO ORIENTADO EN DEPORTES|Ciencias Sociales|Superior no universitario|Continúa|2021|
8730|07/02/2022||||||||
8736|07/02/2022||||||||
8737|07/02/2022||||||||
8751|07/02/2022||||||||
8755|07/02/2022||||||||
8757|07/02/2022|UNIVERSIDAD NACIONAL DEL CENTRO|Pública|LICENCIATURA Y PROFESORADO EN HISTORIA|Ciencias Humanas|Universitario|Terminó|2016|
8769|07/02/2022||||||||
8770|07/02/2022||||||||
8809|07/02/2022||||||||
8827|07/02/2022||||||||
8838|07/02/2022||||||||
8861|07/02/2022||||||||
8884|07/02/2022|INSTITUTO SUPERIOR DE FORMACIÓN DOCENTE Nº 166|Pública|TECNICATURA SUPERIOR EN ANÁLISIS, DESARROLLO Y PROGRAMACIÓN DE APLICACIONES|Sin especificación|Superior no universitario|Continúa|2021|
8892|07/02/2022||||||||
8911|07/02/2022||||||||
8914|07/02/2022||||||||
8915|07/02/2022||||||||
8918|07/02/2022||||||||
8926|07/02/2022|INSTITUTO AMEMT|Privada|INSTRUMENTACIÓN QUIRÚRGICA|Ciencias de la Salud|Superior no universitario|Terminó|2016|
8927|07/02/2022||||||||
8954|07/02/2022||||||||
8979|24/02/2022|UNIVERSIDAD NACIONAL DE LA PLATA|Pública|ARQUITECTURA||Universitario|Continúa||
9062|17/03/2022|UNIVERSIDAD NACIONAL DE LA PAMPA|Pública|PROFESORADO EN MATEMÁTICA||Universitario|Terminó|2020|
9063|17/03/2022|INSTITUTO N°804|Pública|PROFESORADO DE EDUCACIÓN SECUNDARIA EN MATEMÁTICA|Educación|Superior no universitario|Terminó|2017|
9089|21/03/2022||||||||
9126|21/03/2022||||||||
9150|21/03/2022||||||||
9152|21/03/2022||||||||
9166|21/03/2022|UNICEN|Pública|TECNOLOGIA DE LOS ALIMENTOS|Sin especificación|Universitario|Continúa||
9170|21/03/2022||||||||
9172|21/03/2022|INSTITUTO DE FORMACIÓN DOCENTE Y TÉCNICA Nº 10|Pública|PROFESORADO DE INGLES|Educación|Superior no universitario|Abandonó||
9178|21/03/2022||||||||
9197|21/03/2022||||||||
9199|21/03/2022||||||||
9200|21/03/2022||||||||
9208|21/03/2022||||||||
9224|05/05/2022||||||||
9238|21/03/2022||||||||
9251|22/04/2022||||||||
9255|21/03/2022|Conservatorio Provincial de Música "Isaías Orbe"|Pública|Profesorado de Música|Educación|Superior no universitario|Abandonó|0|
9257|21/03/2022||||||||
9305|22/03/2022|INSTITUTO 132|Pública|ANALISTA DE SISTEMAS|Sin especificación|Superior no universitario|Terminó|1995|
9322|25/03/2022||||||||
9335|30/03/2022|UNIVERSIDAD TECNOLOGICA NACIONAL|Pública|PROFESORA DE MATEMÁTICA Y MATEMÁTICA APLICADA|Educación|Superior no universitario|Terminó|2014|
9337|01/01/1900||||||||
9339|05/04/2022||||||||
9342|29/06/2022||||||||
9349|10/02/2022||||||||
22|01/04/2002||||||||
35|01/04/2002||||||||
46|01/04/2002||||||||
47|21/06/2022||||||||
50|01/04/2002||||||||
59|01/04/2002||||||||
64|01/04/2002||||||||
69|20/04/2017||||||||
84|01/04/2002||||||||
93|01/04/2002||||||||
110|01/04/2002||||||||
137|01/04/2002||||||||
196|16/04/2018||||||||
200|01/04/2002||||||||
209|01/04/2002||||||||
223|01/04/2002||||||||
227|03/03/2012||||||||
232|01/04/2002||||||||
238|01/04/2002||||||||
241|01/04/2002||||||||
248|01/04/2002||||||||
274|01/04/2002||||||||
282|01/04/2002||||||||
285|01/04/2002||||||||
288|01/04/2002||||||||
289|01/04/2002||||||||
307|12/07/2007||||||||
312|29/06/2004||||||||
313|01/04/2002||||||||
330|20/04/2017||||||||
332|19/02/2011||||||||
333|01/04/2002||||||||
344|20/04/2017||||||||
356|01/04/2002||||||||
359|01/04/2002||||||||
392|01/04/2002||||||||
397|20/04/2017||||||||
399|19/02/2007||||||||
418|01/04/2002||||||||
428|01/04/2002||||||||
433|01/04/2002||||||||
441|01/04/2002||||||||
458|01/04/2002||||||||
472|21/06/2022||||||||
485|01/04/2002||||||||
491|01/04/2002||||||||
504|12/03/2004||||||||
523|01/04/2002||||||||
566|07/02/2003||||||||
577|01/04/2002||||||||
579|01/04/2002||||||||
588|15/02/2011||||||||
601|01/04/2002||||||||
607|01/04/2002||||||||
608|01/04/2002||||||||
610|01/04/2002||||||||
615|06/02/2003||||||||
627|01/03/2004||||||||
638|21/06/2022||||||||
661|05/03/2013|UNICEN|Pública|Ingeniería de Sistemas|Ciencias Aplicadas|Universitario|Terminó|2000|
671|01/04/2002||||||||
685|01/04/2002||||||||
700|20/04/2017||||||||
707|20/04/2017||||||||
714|01/04/2002||||||||
721|01/04/2002||||||||
729|01/04/2002||||||||
754|01/04/2002||||||||
759|01/04/2002||||||||
772|20/04/2017||||||||
779|01/04/2002||||||||
809|01/04/2002||||||||
823|21/06/2022||||||||
840|01/04/2002||||||||
864|01/04/2002||||||||
865|01/04/2002||||||||
868|01/04/2002||||||||
881|20/04/2017||||||||
895|13/12/2006||||||||
902|21/06/2022||||||||
917|01/04/2002||||||||
989|01/04/2002||||||||
996|01/04/2002||||||||
1000|01/04/2002||||||||
1006|01/04/2002||||||||
1021|12/05/2022||||||||
1030|14/02/2003||||||||
1037|03/03/2003||||||||
1067|01/04/2002||||||||
1077|20/04/2017||||||||
1078|01/04/2002||||||||
1092|01/04/2002||||||||
1098|01/04/2002||||||||
1105|12/11/2010||||||||
1114|01/04/2002||||||||
1121|01/04/2002||||||||
1131|01/04/2002||||||||
1134|20/04/2017||||||||
1135|20/04/2017||||||||
3486|20/04/2017||||||||
1137|01/04/2002||||||||
1146|01/04/2002||||||||
1186|01/04/2002||||||||
1193|01/04/2002||||||||
1206|01/04/2002||||||||
1207|05/11/2019||||||||
1216|20/04/2017||||||||
1244|24/02/2005||||||||
1247|01/04/2002||||||||
1252|01/04/2002||||||||
1285|01/03/2016||||||||
1288|17/02/2010||||||||
1294|01/04/2002||||||||
1300|01/04/2002||||||||
1310|01/04/2002||||||||
1348|17/05/2018||||||||
1355|01/04/2002||||||||
1361|01/04/2002||||||||
1365|01/04/2002||||||||
1371|22/12/2012||||||||
1377|01/04/2002||||||||
1397|01/04/2002||||||||
1413|01/04/2002||||||||
1458|01/04/2002||||||||
1474|19/12/2002||||||||
1492|21/06/2022||||||||
1503|01/04/2002||||||||
1512|01/04/2002||||||||
1513|20/04/2017||||||||
1531|20/04/2017||||||||
1543|01/04/2002||||||||
1571|09/03/2004||||||||
1574|01/03/2006||||||||
1591|01/04/2002||||||||
1598|01/04/2002||||||||
1621|01/04/2002||||||||
1638|20/04/2017||||||||
1649|01/04/2002||||||||
1664|01/04/2002||||||||
1670|01/04/2002||||||||
1678|20/04/2017||||||||
1684|20/04/2017||||||||
1733|20/04/2017||||||||
1745|12/02/2019||||||||
1760|11/06/2018||||||||
1770|01/04/2002||||||||
1771|18/02/2007||||||||
1784|31/08/2011||||||||
1802|01/04/2002||||||||
1816|01/04/2002||||||||
1824|19/12/2002||||||||
1825|24/09/2014||||||||
1835|01/04/2002||||||||
1853|02/03/2005||||||||
1878|01/04/2002||||||||
1888|20/04/2017||||||||
1889|01/04/2002||||||||
1890|07/04/2015||||||||
1899|20/09/2016||||||||
1900|20/05/2019||||||||
1904|29/04/2010||||||||
1905|26/02/2010||||||||
1936|03/03/2004||||||||
1951|21/06/2022||||||||
1959|02/03/2022|universidad/UNPA|Pública|Profesor en Matemática |Ciencias Básicas|Universitario|Terminó|1998|
3579|02/03/2022|universidad/UNPA|Pública|Profesor en Matemática |Ciencias Básicas|Universitario|Terminó|1998|
1974|01/04/2002||||||||
2006|20/02/2018||||||||
2024|19/02/2004||||||||
2033|01/04/2002||||||||
2054|07/02/2022||||||||
2059|01/04/2002||||||||
2074|17/03/2021|Instituto 19|Pública|Tramo Docente Superior|Educación|Superior no universitario|Continúa|0|
2080|01/04/2002||||||||
2082|08/11/2014||||||||
2119|23/06/2022||||Sin especificación||||
2147|13/03/2003||||||||
2161|01/03/2010||||||||
2169|06/02/2009||||||||
2173|13/03/2013||||||||
2174|01/02/2010||||||||
2176|01/04/2002||||||||
2182|17/02/2016||||||||
2184|21/03/2005||||||||
2186|15/03/2010||||||||
2195|18/02/2004||||||||
2201|13/06/2009||||||||
2225|01/04/2002||||||||
2245|13/12/2002||||||||
2249|01/04/2002||||||||
2277|20/04/2017||||||||
2300|01/04/2002||||||||
2315|01/04/2002||||||||
2350|03/08/2017||||||||
2368|01/04/2002||||||||
2372|09/12/2002||||||||
2378|01/04/2002||||||||
2383|29/06/2022||||||||
2401|01/04/2002||||||||
2405|17/12/2002||||||||
2413|15/03/2010||||||||
2420|01/04/2002||||||||
2451|04/09/2020||||||||
2452|01/04/2002||||||||
2454|24/02/2008||||||||
2456|25/03/2021||||||||
2457|29/11/2002||||||||
2463|05/02/2003||||||||
2496|01/04/2002||||||||
2503|16/02/2005||||||||
2509|17/12/2002||||||||
2527|21/06/2022||||||||
2538|01/04/2002||||||||
2546|01/04/2002||||||||
2564|18/03/2008||||||||
2579|11/03/2003||||||||
2585|29/11/2017||||||||
2588|08/02/2017|Instituto de Educacion Superior Tandil|Privada|Tecnico en Hotelería|Educación|Superior no universitario|Terminó|2006|
2605|01/04/2002||||||||
2611|13/03/2006||||||||
2614|20/04/2017||||||||
2640|15/03/2018||||||||
2643|01/04/2002||||||||
2644|12/12/2002||||||||
2652|05/12/2002||||||||
2657|11/02/2003||||||||
2658|01/04/2002||||||||
2663|01/04/2002||||||||
2674|31/03/2021||||||||
2687|01/03/2005||||||||
2693|06/03/2003||||||||
2711|06/03/2014||||||||
2723|02/07/2013|UNICEN|Pública|Ing. Sistemas|Ciencias Aplicadas|Universitario|Continúa||
2728|18/06/2011||||||||
2731|21/06/2022||||||||
2751|28/09/2018||||||||
2758|23/04/2002||||||||
2765|20/04/2017||||||||
2779|21/06/2022||||||||
2792|23/07/2007||||||||
2802|21/06/2022||||||||
2808|17/02/2003||||||||
2818|26/02/2004||||||||
2820|23/10/2014||||||||
2841|25/04/2011||||||||
2848|07/02/2004||||||||
2856|14/02/2011||||||||
2870|15/04/2002||||||||
2873|30/03/2011||||||||
2886|22/04/2009|ninguno|||||||
2889|16/04/2002||||||||
2893|06/07/2022||||||||
2909|22/02/2009||||||||
2974|24/04/2002||||||||
2986|28/03/2003||||||||
3015|21/02/2005||||||||
3017|25/02/2004||||||||
3018|21/02/2005||||||||
3019|21/02/2005||||||||
3037|01/02/2022|ISFD 22|Pública|Profesorado de Matemática|Educación|Superior no universitario|Terminó|2018|
3047|17/04/2019||||||||
3066|15/03/2006||||||||
3068|02/02/2017||||||||
3072|08/04/2003||||||||
3074|08/04/2003||||||||
3075|05/03/2015||||||||
3082|10/07/2014||||||||
3093|29/10/2007||||||||
3112|27/03/2008||||||||
3139|20/04/2017||||||||
3146|27/02/2015||||||||
3148|01/03/2004||||||||
3168|27/03/2022||||||||
3213|16/05/2012||||||||
3214|21/04/2003||||||||
3216|31/03/2018||||||||
3225|29/03/2017||||||||
3229|21/04/2003||||||||
3230|11/08/2010|no|||||||
3234|25/04/2017||||||||
3251|08/02/2011||||||||
3260|28/02/2004||||||||
3270|30/03/2012||||||||
3288|16/04/2004||||||||
3298|29/04/2003||||||||
3303|02/02/2006||||||||
3340|21/06/2022||||||||
3342|06/03/2015||||||||
3355|15/04/2004||||||||
3370|16/04/2004||||||||
3377|04/12/2014||||||||
3379|14/04/2004||||||||
3385|31/05/2016||||||||
3386|06/04/2021||||||||
3391|20/09/2021||||||||
3396|14/04/2004||||||||
3397|01/09/2017||||||||
3400|15/08/2007||||||||
3417|12/02/2010||||||||
3422|16/04/2004||||||||
3452|16/04/2004||||||||
3453|03/02/2013||||||||
3456|02/04/2007||||||||
3463|01/03/2016||||||||
3469|16/04/2004||||||||
3478|02/11/2021||Pública||Sin especificación|Universitario|Continúa||
3513|01/12/2014||||||||
3544|26/04/2004||||||||
3567|27/04/2004||||||||
3580|24/02/2017||||||||
3595|17/10/2019||||||||
3607|03/06/2018||||||||
3609|24/10/2014||||||||
3620|08/06/2022||||||||
3628|12/06/2006||||||||
3665|22/03/2005||||||||
3684|08/10/2014||||||||
3694|05/08/2006||||||||
3719|24/05/2018||||||||
3754|07/04/2005||||||||
3765|16/02/2007||||||||
3772|27/04/2010||||||||
3783|06/03/2006||||||||
3794|31/03/2006||||||||
3816|03/04/2006||||||||
