id|fecha_relevamiento|practica_deportes|hace_dep_gim_priv|hace_dep_univ|hace_dep_partic|hace_dep_otros|prac_dep_basquet|prac_dep_natacion|prac_dep_futbol|prac_dep_gimnasia|prac_dep_tenis|prac_dep_handball|prac_dep_voley|prac_dep_otros|
5403|07/05/2021|N|N|N|N|N|N|N|N|N|N|N|N|N|
5410|10/05/2012|N|N|N|N|N|N|N|N|N|N|N|N|N|
5420|03/05/2017|N|N|N|N|N|N|N|N|N|N|N|N|N|
5429|16/05/2012|N|N|N|N|N|N|N|N|N|N|N|N|N|
5480|29/05/2012|N|N|N|N|N|N|N|N|N|N|N|N|N|
5488|01/06/2012|N|N|N|N|N|N|N|N|N|N|N|N|N|
5494|05/06/2012|N|N|N|N|N|N|N|N|N|N|N|N|N|
5498|06/06/2012|N|N|N|N|N|N|N|N|N|N|N|N|N|
5509|26/04/2014|S|S|N|N|N|N|N|N|S|N|N|N|N|
5510|04/02/2022|S|N|N|S|N|S|N|S|N|N|N|N|S|
5527|03/04/2013|S|N|N|S|N|N|N|N|N|N|N|N|S|
5541|20/04/2017|S|N|S|S|N|N|N|N|N|N|S|N|S|
5542|07/02/2022|S|N|N|N|S|N|N|N|N|N|N|N|S|
5547|11/02/2022|S|N|N|S|N|N|N|N|N|N|N|N|S|
5574|21/06/2022|S|S|S|N|S|N|N|N|S|N|N|N|S|
5587|24/02/2022|S|S|S|S|N|N|N|S|N|N|N|S|S|
5588|05/02/2022|S|N|N|S|N|N|N|S|N|N|N|N|N|
5592|09/04/2013|N|N|N|N|N|N|N|N|N|N|N|N|N|
5632|11/04/2013|N|N|N|N|N|N|N|N|N|N|N|N|N|
5645|11/04/2013|N|N|N|N|N|N|N|N|N|N|N|N|N|
5646|11/04/2013|N|N|N|N|N|N|N|N|N|N|N|N|N|
5647|11/04/2013|N|N|N|N|N|N|N|N|N|N|N|N|N|
5664|12/04/2013|N|N|N|N|N|N|N|N|N|N|N|N|N|
5668|21/03/2018|N|N|N|N|N|N|N|N|N|N|N|N|N|
5686|23/03/2021|N|N|N|N|N|N|N|N|N|N|N|N|N|
5687|30/03/2015|S|N|S|N|N|S|N|N|N|N|N|N|N|
5702|10/02/2015|S|S|N|S|N|N|S|S|N|N|N|N|N|
5709|03/02/2022|S|S|N|N|N|N|N|N|N|N|N|N|S|
5710|01/04/2014|N|N|N|S|N|N|N|N|N|N|N|N|N|
5744|30/03/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
5751|12/02/2015|S|S|N|N|S|N|N|S|S|N|N|N|N|
5752|09/03/2018|S|N|N|N|S|N|N|N|N|N|N|N|S|
5769|04/02/2020|S|N|S|S|S|N|N|S|N|N|N|N|N|
5792|16/03/2017|S|S|N|S|S|N|N|S|S|S|N|N|S|
5806|01/04/2014|S|N|N|N|S|N|N|S|N|N|N|N|N|
5820|03/05/2022|S|N|N|S|N|N|N|N|N|N|N|N|S|
5854|18/02/2020|S|N|S|S|S|S|N|S|N|N|S|N|N|
5860|01/04/2014||N|N|N|N|N|N|N|N|N|N|N|N|
5863|01/04/2014||N|N|N|N|N|N|N|N|N|N|N|N|
5869|13/03/2022|S|N|N|N|S|N|N|N|N|N|N|N|S|
5870|08/03/2022|S|S|S|S|N|N|N|S|N|N|N|N|S|
5873|14/02/2017|N|N|N|N|N|N|N|N|N|N|N|N|N|
5891|11/03/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
5912|18/04/2022|S|N|N|S|N|N|N|S|N|S|N|N|S|
5916|08/04/2015||N|N|N|N|N|N|N|N|N|N|N|N|
5918|21/06/2022|S|N|N|N|S|N|N|N|N|N|N|N|S|
5935|16/03/2022|S|N|N|S|N|N|N|N|N|N|N|N|S|
5968|04/02/2022|S|N|N|N|S|N|S|N|N|N|N|N|N|
5987|08/04/2015||N|N|N|N|N|N|N|N|N|N|N|N|
6006|11/10/2019|S|S|N|S|N|N|N|S|N|S|N|N|S|
6034|01/04/2017|N|N|N|N|N|N|N|N|N|N|N|N|N|
6035|14/03/2016|S|S|N|S|S|N|N|N|S|N|N|N|S|
6039|15/03/2019|N|N|N|N|N|N|N|N|N|N|N|N|N|
6050|14/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
6052|06/03/2017|S|S|N|N|N|N|N|N|N|N|N|N|S|
6059|17/03/2016|N|N|N|N|N|N|N|N|N|N|N|N|N|
6062|17/03/2016|S|S|N|S|N|S|N|N|N|N|N|N|N|
6123|19/04/2021|N|N|N|N|N|N|N|N|N|N|N|N|N|
6126|25/02/2021|S|S|N|S|N|N|S|N|N|N|N|N|S|
6138|17/03/2016|S|S|N|S|S|N|S|N|S|N|N|N|N|
6144|17/03/2016|S|S|N|S|S|N|S|N|S|N|N|N|N|
6146|10/02/2021|N|N|N|N|N|N|N|N|N|N|N|N|N|
6158|31/03/2016||N|N|N|N|N|N|N|N|N|N|N|N|
6173|22/04/2022|S|N|N|S|N|N|N|N|N|N|N|N|S|
6178|09/02/2022|S|S|N|N|N|N|N|N|N|N|N|N|S|
6179|10/04/2022|S|S|N|S|N|N|N|N|S|N|N|N|N|
6180|08/02/2022|S|N|N|S|N|N|N|S|N|N|N|S|N|
6183|01/04/2016|S|N|N|N|N|N|N|S|N|N|N|N|N|
6189|27/05/2017|S|N|N|N|S|N|N|N|S|N|N|N|N|
6191|02/02/2018|S|N|S|N|S|S|N|N|N|N|S|N|N|
6223|01/04/2016|S|S|N|N|N|N|N|N|S|N|N|N|N|
6254|14/03/2020|S|N|N|S|N|N|N|N|N|N|N|N|N|
6259|24/10/2016|N|S|N|N|N|N|N|N|N|N|N|N|N|
6262|05/04/2016||N|N|N|N|N|N|N|N|N|N|N|N|
6271|07/02/2021|N|N|N|N|N|N|N|N|N|N|N|N|N|
6272|08/03/2017|N|N|N|N|S|N|N|N|N|N|N|N|N|
6292|09/02/2022|S|N|N|N|S|N|N|N|N|N|N|N|S|
6303|06/02/2018|S|S|N|S|N|N|N|S|N|N|N|S|S|
6313|29/03/2017|S|S|N|S|N|N|N|N|N|N|N|N|S|
6318|29/11/2018|N|N|N|N|N|N|N|N|N|N|N|N|N|
6324|02/02/2022|S|S|N|N|N|N|N|N|N|N|N|N|S|
6325|29/03/2017|N|N|N|N|N|N|N|N|N|N|N|N|N|
6331|04/05/2022|S|S|N|N|N|N|N|N|N|N|S|N|S|
6343|22/02/2018|S|S|N|N|N|N|N|N|N|N|N|N|N|
6347|03/03/2022|S|S|N|N|N|N|S|N|N|N|N|N|N|
6353|12/05/2022|S|S|N|S|S|N|N|N|N|N|N|N|S|
6360|07/02/2022|S|N|N|N|S|N|N|N|N|N|N|N|S|
6389|14/01/2022|S|S|N|N|N|N|N|N|N|N|N|N|S|
6393|29/03/2017|S|N|N|N|S|N|N|S|N|N|N|N|N|
6399|29/03/2017||N|N|N|N|N|N|N|N|N|N|N|N|
6404|13/03/2022|S|S|N|N|N|N|N|N|S|N|N|N|N|
6406|29/03/2017|S|N|N|N|S|N|N|S|N|N|N|N|N|
6449|29/03/2017|S|S|N|S|S|N|N|N|S|N|N|N|S|
6455|09/02/2022|N|N|N|S|N|N|N|N|N|N|N|N|N|
6467|29/03/2017|S|S|N|S|S|N|N|N|N|N|N|N|S|
6484|13/03/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
6531|05/12/2018|N|N|N|N|S|N|S|N|S|N|N|N|S|
6537|29/03/2017||N|N|N|N|N|N|N|N|N|N|N|N|
6546|21/03/2022|S|N|N|N|N|N|N|N|N|N|N|N|N|
6550|07/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
6578|08/04/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
6579|01/02/2021|S|N|N|N|S|N|N|N|N|N|N|N|S|
6585|10/03/2022|S|N|N|N|S|N|N|N|N|N|N|N|S|
6603|03/04/2018|N|N|N|N|N|N|N|N|N|N|N|N|N|
6611|07/02/2022|S|N|N|S|N|N|N|N|N|N|N|N|S|
6621|31/10/2019|S|S|N|N|N|N|N|N|N|N|N|N|S|
6630|02/02/2022|S|S|N|S|N|N|N|N|N|N|N|N|N|
6646|02/02/2022|S|S|N|N|N|N|N|N|N|N|N|N|S|
6648|12/04/2022|S|N|S|N|N|N|N|S|N|N|N|N|N|
6681|08/03/2022|S|N|N|N|S|N|N|N|N|S|N|N|N|
6683|03/04/2018|S|S|N|N|N|N|N|S|N|N|N|N|N|
6685|02/02/2022|S|S|N|N|N|N|N|N|N|N|N|N|S|
6697|03/04/2018|N|N|N|N|N|N|N|N|N|N|N|N|N|
6700|03/04/2018|S|N|N|N|S|N|N|N|N|N|N|N|S|
6701|03/04/2018|S|N|N|N|N|N|N|S|N|N|N|N|N|
6713|17/03/2022|S|N|N|S|N|N|N|S|N|N|N|N|N|
6719|09/03/2021|S|N|N|N|S|S|N|N|N|N|N|S|N|
6746|26/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
6762|03/03/2022|S|S|N|N|N|N|N|N|S|N|N|N|N|
6777|17/03/2019|N|N|N|N|N|N|N|N|N|N|N|N|N|
6813|02/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
6817|24/06/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
6823|03/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
6829|03/04/2018|N|N|N|N|N|N|N|N|N|N|N|N|N|
6830|03/04/2018|N|N|N|N|N|N|N|N|N|N|N|N|N|
6842|09/02/2022|S|S|N|N|N|N|N|N|N|N|N|N|S|
6844|07/04/2022|S|S|N|N|N|N|N|N|N|N|N|N|S|
6845|26/03/2022|S|S|N|S|N|N|N|N|S|N|N|N|N|
6871|06/02/2019|S|N|N|S|S|N|S|N|N|N|N|N|S|
6894|05/02/2019|S|N|N|S|N|N|N|S|N|N|N|N|N|
6901|11/02/2019|N|N|N|N|N|N|N|N|N|N|N|N|N|
6949|25/03/2022|S|S|N|S|N|N|N|N|N|N|N|N|S|
6952|17/02/2020|S|N|N|S|N|N|N|S|N|N|N|N|S|
6956|07/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
6960|03/02/2022|S|S|N|N|N|N|N|N|S|N|N|N|N|
6972|17/02/2022|S|N|N|S|S|N|N|N|S|N|N|N|S|
6982|27/08/2018||||||||||||||
6983|27/08/2018||||||||||||||
6993|27/08/2018||||||||||||||
6999|27/08/2018|S|N|N|N|N|S|N|N|N|N|N|N|S|
7010|13/02/2022|S|S|S|S|S|N|N|S|N|N|N|N|N|
7024|22/02/2022|S|N|N|S|N|N|N|N|N|N|N|N|S|
7028|02/02/2022|S|N|N|S|N|N|N|N|N|N|N|N|S|
7072|07/03/2019|S|N|N|N|S|N|N|N|N|N|N|N|S|
7095|02/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
7105|14/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
7109|09/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
7113|03/02/2022|S|N|N|S|N|N|N|N|N|S|N|N|N|
7116|11/02/2022|S|N|S|N|S|N|N|S|N|N|N|S|S|
7131|17/02/2022|S|N|N|N|S|N|N|N|N|N|N|N|S|
7136|21/03/2019|N|N|N|N|N|N|N|N|N|N|N|N|N|
7144|15/02/2022|S|S|N|S|N|N|N|N|N|N|N|N|S|
7155|09/05/2022|S|S|N|N|N|N|N|N|N|N|N|N|N|
7169|02/02/2022|S|S|N|N|N|N|N|N|N|N|N|N|S|
7172|21/03/2019|S|S|N|N|N|S|N|N|N|N|N|N|N|
7180|09/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
7186|21/06/2022|S|N|S|N|N|N|N|N|S|N|N|N|N|
7192|21/03/2019|N|N|N|N|N|N|N|N|N|N|N|N|N|
7207|13/04/2022|S|S|N|N|S|N|N|S|N|N|N|N|S|
7224|03/02/2020|S|N|N|S|N|S|N|S|N|N|S|N|N|
7234|06/03/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
7236|25/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
7249|21/03/2019|S|N|N|N|S|N|N|N|S|N|N|N|S|
7252|17/02/2022|S|N|S|N|N|N|N|N|N|N|N|S|N|
7255|21/03/2019|N|N|N|N|N|N|N|N|N|N|N|N|N|
7268|06/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
7287|21/03/2019|S|N|N|N|S|N|N|S|N|N|N|N|N|
7291|24/02/2022|S|N|N|N|S|S|N|S|N|N|N|N|S|
7296|07/05/2021|S|N|S|S|N|N|N|N|N|N|S|N|S|
7307|01/02/2022|S|N|N|S|N|N|N|N|N|N|N|N|S|
7313|07/02/2022|S|N|N|S|S|N|N|N|N|N|N|N|S|
7317|14/02/2022|S|S|N|N|N|N|N|N|N|N|N|N|N|
7323|01/02/2021|S|S|S|N|N|N|N|S|N|N|N|N|S|
7329|05/02/2021|S|S|N|N|N|N|N|N|N|N|N|N|S|
7332|02/02/2022|S|S|N|S|S|N|N|N|N|N|N|N|S|
7333|03/02/2020|N|N|N|N|N|N|N|N|N|N|N|N|N|
7418|07/02/2020|N|N|N|N|N|N|N|N|N|N|N|N|N|
7420|07/02/2022|S|S|S|N|N|N|N|N|N|S|N|N|S|
7424|02/02/2022|S|S|N|N|N|N|N|N|N|N|N|N|S|
7436|06/02/2022|S|N|N|N|S|N|N|N|N|N|N|N|S|
7464|15/02/2022|S|S|N|S|N|N|N|N|N|N|N|N|S|
7477|21/07/2022|S|N|N|S|N|N|S|S|N|S|N|N|N|
7481|15/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
7486|01/02/2021|S|N|N|N|S|N|N|S|N|N|N|N|N|
7493|20/03/2021|S|S|N|N|N|S|N|N|N|N|N|N|N|
7502|11/04/2022|S|S|N|N|N|N|N|N|N|N|N|N|S|
7541|18/02/2020|S|N|N|N|S|N|N|N|N|N|N|N|S|
7550|20/02/2020|N|N|N|N|N|N|N|N|N|N|N|N|N|
7569|09/02/2022|S|N|N|S|N|N|N|N|N|N|N|N|N|
7571|09/02/2022|S|S|N|N|N|N|N|N|S|N|N|N|N|
7579|20/04/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
7632|14/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
7634|09/05/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
7665|15/09/2021|N|N|N|N|N|N|N|N|N|N|N|N|N|
7674|03/02/2022|S|N|S|N|N|N|N|N|N|N|N|S|N|
7687|12/03/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
7708|02/02/2022|S|N|N|S|N|N|N|N|N|N|N|N|S|
7711|17/01/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
7712|31/10/2021|S|N|N|S|N|N|N|N|N|N|N|N|S|
7714|12/04/2022|S|S|N|N|N|N|N|N|S|N|N|N|N|
7729|02/02/2022|S|S|N|N|N|N|N|N|N|N|N|N|N|
7746|04/02/2022|S|N|S|S|N|N|N|S|N|N|S|N|N|
7750|03/02/2022|S|N|N|S|N|N|N|N|N|N|N|N|S|
7758|14/06/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
7782|08/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
7786|11/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
7800|30/03/2020|S|N|N|N|S|N|S|N|N|N|N|N|N|
7808|02/02/2022|S|N|N|N|S|N|N|S|N|N|N|N|N|
7817|07/02/2022|S|N|N|N|S|N|N|N|N|N|N|S|N|
7826|06/07/2021|S|S|N|N|N|N|N|N|N|N|N|N|S|
7834|02/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
7862|21/03/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
7866|01/03/2021|S|N|N|S|S|N|N|N|N|N|N|N|S|
7955|02/02/2022|S|S|N|S|S|S|N|S|N|N|N|N|S|
7960|27/02/2021|S|N|N|N|S|N|N|S|N|N|N|N|N|
7961|05/02/2022|S|S|N|N|N|N|N|N|N|N|N|N|S|
7971|27/02/2021|S|S|N|N|S|N|N|N|N|N|N|N|S|
7991|17/06/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
7997|03/02/2022|S|S|N|N|N|N|N|N|N|N|N|N|S|
8004|03/07/2022|S|N|N|N|S|N|N|N|N|N|S|N|N|
8009|02/02/2022|S|N|N|N|S|N|N|N|N|N|N|N|S|
8012|20/04/2022|S|S|N|N|N|N|S|N|N|N|N|N|N|
8014|04/02/2022|S|S|N|N|N|N|N|S|N|N|N|N|S|
8023|07/02/2022|S|S|N|N|N|N|N|N|N|N|N|N|N|
8029|20/02/2022|S|N|N|S|N|S|S|S|N|N|S|S|N|
8044|10/02/2022|S|N|N|N|S|N|N|N|N|N|N|N|S|
8045|21/04/2022|S|N|N|S|N|N|N|N|N|N|S|N|S|
8068|03/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
8074|14/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
8090|27/02/2021|S|N|N|N|S|N|N|N|N|N|N|N|S|
8099|02/02/2022|S|S|N|N|N|N|N|N|N|N|N|N|S|
8100|17/02/2022|S|S|N|N|N|N|N|N|N|N|N|N|S|
8101|08/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
8133|01/02/2022|S|N|N|S|N|N|N|N|N|N|S|N|N|
8144|02/02/2022|S|S|N|N|N|N|N|N|N|N|N|N|S|
8153|27/02/2021|S|S|N|N|N|N|N|N|N|N|N|S|N|
8160|27/02/2021|S|S|N|N|N|S|N|N|N|N|N|N|N|
8172|27/02/2021|N|N|N|N|N|N|N|N|N|N|N|N|N|
8182|27/02/2021|N|N|N|N|N|N|N|N|N|N|N|N|N|
8185|09/03/2022|S|N|N|N|S|N|N|N|N|N|N|N|S|
8203|17/07/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
8214|27/02/2021|N|N|N|N|N|N|N|N|N|N|N|N|N|
8225|14/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
8241|22/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
8242|22/03/2021|S|N|N|S|S|N|S|S|S|S|N|S|N|
8247|02/02/2022|S|S|S|S|N|S|N|N|N|N|N|N|N|
8250|23/03/2021|S|S|N|N|N|N|N|N|N|N|N|N|N|
8254|23/03/2021|S|N|N|N|S|N|N|N|N|N|N|N|S|
8257|25/03/2021|N|N|N|N|N|N|N|N|N|N|N|N|N|
8260|02/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
8277|07/02/2022|S|S|N|S|N|N|N|N|N|N|N|N|S|
8304|25/03/2021|N|N|N|N|N|N|N|N|N|N|N|N|N|
8307|21/02/2022|S|N|N|S|N|N|N|N|N|N|N|N|S|
8312|25/03/2021|S|N|N|S|N|N|N|S|N|N|N|N|N|
8316|07/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
8333|02/02/2022|S|S|N|N|N|S|N|N|N|N|N|N|N|
8335|05/02/2022|S|N|S|N|N|N|N|N|N|N|N|S|N|
8343|25/03/2021|N|N|N|N|N|N|N|N|N|N|N|N|N|
8358|03/03/2022|S|N|N|N|S|N|N|N|N|N|N|N|S|
8376|25/03/2021|S|N|N|N|S|N|N|N|N|N|N|N|S|
8382|25/03/2021|N|N|N|N|N|N|N|N|N|N|N|N|N|
8413|07/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
8424|25/03/2021|N|N|N|N|N|N|N|N|N|N|N|N|N|
8436|25/03/2021|N|N|N|N|N|N|N|N|N|N|N|N|N|
8445|21/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
8450|03/02/2022|S|S|N|N|N|N|S|N|N|N|N|N|N|
8477|07/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
8492|03/02/2022|S|S|N|N|N|S|N|N|S|N|N|N|N|
8502|08/02/2022|S|N|N|N|S|N|N|N|N|N|N|N|S|
8504|11/02/2022|S|N|N|S|N|N|N|S|N|S|N|N|S|
8506|09/02/2022|S|N|N|S|N|N|N|S|N|N|N|N|N|
8526|13/03/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
8534|03/12/2021|N|N|N|N|N|N|N|N|N|N|N|N|N|
8536|26/03/2021|S|S|N|S|N|N|N|N|N|N|N|N|S|
8547|30/03/2021|S|S|N|N|N|N|N|N|N|N|N|N|S|
8548|28/02/2022|S|N|N|N|S|N|N|N|N|N|N|N|S|
8555|06/04/2021|S|S|N|N|S|N|N|N|N|S|N|N|N|
8566|09/04/2021|N|N|N|N|N|N|N|N|N|N|N|N|N|
8572|30/03/2022|S|N|N|N|S|N|N|N|N|N|N|N|S|
8581|09/04/2021|S|S|N|N|N|N|N|N|N|N|N|N|S|
8594|27/07/2021|S|S|N|N|N|N|N|N|N|N|N|N|S|
8618|14/03/2022|S|N|N|S|N|N|N|S|N|N|N|N|N|
8648|02/02/2022|S|S|N|N|N|N|N|N|N|N|N|N|S|
8650|03/03/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
8655|27/07/2021|S|S|N|S|N|S|N|N|N|N|N|N|S|
8671|03/03/2022|S|N|N|N|S|N|N|S|N|N|N|N|N|
8675|27/07/2021|N|N|N|N|N|N|N|N|N|N|N|N|N|
8678|04/03/2022|S|S|N|N|N|N|N|N|N|N|N|N|N|
8680|27/07/2021|S|S|N|N|N|N|N|N|S|N|N|N|N|
8727|07/02/2022|S|N|N|S|N|S|N|S|S|N|N|N|S|
8734|07/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
8771|07/02/2022|S|N|N|S|N|N|N|N|N|N|N|N|S|
8785|07/02/2022|S|N|N|N|S|N|N|S|N|N|N|N|N|
8787|07/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
8813|07/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
8817|07/02/2022|S|N|N|S|N|N|N|N|N|N|N|N|S|
8819|07/02/2022|S|S|N|N|N|N|N|N|N|N|N|N|S|
8823|07/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
8825|07/02/2022|S|N|N|N|S|N|N|S|N|N|N|N|N|
8826|07/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
8846|07/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
8852|07/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
8855|07/02/2022|S|N|N|S|N|N|N|N|N|N|N|N|S|
8879|07/02/2022|S|S|N|N|N|S|N|N|N|N|S|N|N|
8888|07/02/2022|S|S|N|N|N|N|N|N|N|N|N|N|S|
8891|07/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
8906|07/02/2022|S|N|N|N|S|N|N|N|S|N|N|N|N|
8917|07/02/2022|S|S|N|S|N|N|N|N|N|N|S|N|S|
8920|07/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
8922|07/02/2022|S|S|N|N|N|N|N|N|N|N|N|N|S|
8925|07/02/2022|S|S|N|N|N|N|N|N|N|N|N|N|S|
8930|07/02/2022|S|S|N|S|N|S|N|N|N|N|N|N|S|
8931|07/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
8932|07/02/2022|S|N|N|S|N|N|N|N|N|N|N|N|N|
8959|21/02/2022|S|S|N|N|S|N|N|N|N|N|N|N|S|
8961|21/02/2022||||||||||||||
8970|01/01/1900||||||||||||||
8976|22/02/2022|S|N|N|S|N|N|N|S|N|N|N|N|S|
8981|24/02/2022|S|N|N|N|S|N|N|N|S|N|N|N|S|
8982|24/02/2022|S|N|N|N|S|N|N|N|N|N|N|N|S|
8988|15/06/2022||||||||||||||
9020|08/03/2022|S|S|N|N|S|N|N|S|N|N|N|N|S|
9041|14/03/2022|S|S|N|N|N|N|N|N|S|N|N|N|N|
9043|14/03/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
9058|17/03/2022|S|S|N|S|S|N|S|N|S|N|N|N|S|
9069|21/03/2022|S|N|N|N|S|N|N|N|N|N|N|N|S|
9090|21/03/2022|S|N|N|S|N|N|N|N|N|N|N|N|S|
9104|21/03/2022|S|S|N|N|N|N|N|N|S|N|N|N|N|
9110|21/03/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
9122|21/03/2022|S|S|N|N|N|N|N|N|N|N|N|N|N|
9132|21/03/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
9135|21/03/2022|S|S|N|N|N|N|N|N|N|N|N|N|S|
9142|21/03/2022|S|S|N|N|N|S|N|N|N|N|N|N|N|
9144|21/03/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
9160|21/03/2022|S|S|N|S|S|S|N|N|S|N|S|N|S|
9161|21/03/2022|S|S|N|N|N|N|N|N|S|N|N|N|N|
9167|21/03/2022|S|S|N|N|N|N|N|N|N|N|N|N|S|
9176|21/03/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
9207|27/05/2022||||||||||||||
9225|21/03/2022||||||||||||||
9226|21/03/2022||||||||||||||
9245|21/03/2022|S|S|N|S|N|S|N|N|N|N|N|N|N|
9309|22/03/2022|S|S|N|N|N|N|N|N|S|N|N|N|N|
9324|01/06/2022||||||||||||||
9326|25/03/2022||||||||||||||
9343|04/02/2022||||||||||||||
9350|21/06/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
9|01/04/2002||||||||||||||
11|21/06/2022||||||||||||||
36|01/04/2002||||||||||||||
52|01/04/2002||||||||||||||
70|01/04/2002||||||||||||||
81|27/06/2014|N|N|N|N|N|N|N|N|N|N|N|N|N|
92|01/04/2002||||||||||||||
99|01/04/2002||||||||||||||
100|01/04/2002||||||||||||||
109|01/04/2002||||||||||||||
111|01/04/2002||||||||||||||
138|14/03/2011|S|N|N|S|N|N|N|N|N|N|N|N|S|
139|01/04/2002||||||||||||||
142|01/04/2002||||||||||||||
146|01/04/2002||||||||||||||
152|21/04/2010||N|N|N|N|N|N|N|N|N|N|N|N|
185|01/04/2002||||||||||||||
195|01/04/2002||||||||||||||
201|02/03/2005|S|||S||S|S|S||||||
213|23/06/2021|N|N|N|N|N|N|N|N|N|N|N|N|N|
214|01/04/2002||||||||||||||
236|01/04/2002||||||||||||||
239|01/04/2002||||||||||||||
276|01/04/2002||||||||||||||
280|01/04/2002||||||||||||||
281|01/04/2002||||||||||||||
295|01/04/2002||||||||||||||
304|01/04/2002||||||||||||||
306|20/04/2017||||||||||||||
310|01/04/2002||||||||||||||
318|20/04/2017||||||||||||||
324|01/04/2002||||||||||||||
345|01/04/2002||||||||||||||
350|01/04/2002||||||||||||||
355|01/04/2002||||||||||||||
369|12/02/2003||||||||||||||
382|01/04/2002||||||||||||||
384|01/04/2002||||||||||||||
394|01/04/2002||||||||||||||
406|01/04/2002||||||||||||||
412|21/06/2022||||||||||||||
419|20/04/2017||||||||||||||
452|01/04/2002||||||||||||||
453|20/04/2017||||||||||||||
461|01/04/2002||||||||||||||
469|01/04/2002||||||||||||||
474|20/04/2017||||||||||||||
494|20/04/2017||||||||||||||
510|01/04/2002||||||||||||||
511|01/04/2002||||||||||||||
519|20/04/2017||||||||||||||
529|21/06/2022||||||||||||||
563|20/04/2017||||||||||||||
565|01/04/2002||||||||||||||
567|01/04/2002||||||||||||||
597|01/04/2002||||||||||||||
604|01/04/2002||||||||||||||
618|01/04/2002||||||||||||||
622|08/04/2005|N|||||||||||||
625|01/04/2002||||||||||||||
630|01/04/2002||||||||||||||
632|01/04/2002||||||||||||||
650|01/04/2002||||||||||||||
663|01/04/2002||||||||||||||
679|21/06/2022||||||||||||||
695|01/04/2002||||||||||||||
697|01/04/2002||||||||||||||
699|29/03/2012|N|N|N|N|N|N|N|N|N|N|N|N|N|
708|10/03/2004|N|||||||||||||
720|01/04/2002||||||||||||||
722|14/12/2010|N|N|N|N|N|N|N|N|N|N|N|N|N|
